"Ano","Espécie","Anos de Serviço do Segurado","Sexo","Clientela","Qte Benefícios Concedidos","Vlr Benefícios Concedidos (R$)","Vlr Benef Concedidos (Mil R$)"
"2001","42-Ap Tempo Contrib Lops","24 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","24 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","46-Ap Tempo Contrib Especial","24 Anos","Masculino","Urbana","5","5409,45","5,41"
"2001","46-Ap Tempo Contrib Especial","24 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","24 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","24 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","25 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Urbana","8603","4217600,64","4217,60"
"2001","46-Ap Tempo Contrib Especial","25 Anos","Masculino","Urbana","280","320429,39","320,43"
"2001","46-Ap Tempo Contrib Especial","25 Anos","Feminino","Urbana","28","19167,95","19,17"
"2001","Outras Ap Tempo Contrib","25 Anos","Masculino","Urbana","1","328,86","0,33"
"2001","Outras Ap Tempo Contrib","25 Anos","Feminino","Urbana","1549","1288849,44","1288,85"
"2001","42-Ap Tempo Contrib Lops","26 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Urbana","6841","3794471,24","3794,47"
"2001","46-Ap Tempo Contrib Especial","26 Anos","Masculino","Urbana","72","76333,48","76,33"
"2001","46-Ap Tempo Contrib Especial","26 Anos","Feminino","Urbana","11","12358,94","12,36"
"2001","Outras Ap Tempo Contrib","26 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","26 Anos","Feminino","Urbana","236","150721,04","150,72"
"2001","42-Ap Tempo Contrib Lops","27 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Urbana","4040","2482966,57","2482,97"
"2001","46-Ap Tempo Contrib Especial","27 Anos","Masculino","Urbana","32","27634,67","27,63"
"2001","46-Ap Tempo Contrib Especial","27 Anos","Feminino","Urbana","2","2615,76","2,62"
"2001","Outras Ap Tempo Contrib","27 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","27 Anos","Feminino","Urbana","133","87916,06","87,92"
"2001","42-Ap Tempo Contrib Lops","28 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Urbana","2227","1486640,55","1486,64"
"2001","46-Ap Tempo Contrib Especial","28 Anos","Masculino","Urbana","31","28739,92","28,74"
"2001","46-Ap Tempo Contrib Especial","28 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","28 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","28 Anos","Feminino","Urbana","60","37477,72","37,48"
"2001","42-Ap Tempo Contrib Lops","29 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Urbana","1685","1213533,74","1213,53"
"2001","46-Ap Tempo Contrib Especial","29 Anos","Masculino","Urbana","18","18837,38","18,84"
"2001","46-Ap Tempo Contrib Especial","29 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","29 Anos","Masculino","Urbana","1","3583,53","3,58"
"2001","Outras Ap Tempo Contrib","29 Anos","Feminino","Urbana","28","17253,31","17,25"
"2001","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Urbana","18366","11975925,88","11975,93"
"2001","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Urbana","4833","4114061,20","4114,06"
"2001","46-Ap Tempo Contrib Especial","30 Anos","Masculino","Urbana","8","5302,03","5,30"
"2001","46-Ap Tempo Contrib Especial","30 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","30 Anos","Masculino","Urbana","53","62985,17","62,99"
"2001","Outras Ap Tempo Contrib","30 Anos","Feminino","Urbana","22","13463,50","13,46"
"2001","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Urbana","14102","9361314,41","9361,31"
"2001","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Urbana","1409","1166978,28","1166,98"
"2001","46-Ap Tempo Contrib Especial","31 Anos","Masculino","Urbana","3","3309,63","3,31"
"2001","46-Ap Tempo Contrib Especial","31 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","31 Anos","Masculino","Urbana","9","7980,96","7,98"
"2001","Outras Ap Tempo Contrib","31 Anos","Feminino","Urbana","15","12336,70","12,34"
"2001","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Urbana","9261","6606798,46","6606,80"
"2001","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Urbana","833","692265,81","692,27"
"2001","46-Ap Tempo Contrib Especial","32 Anos","Masculino","Urbana","1","951,45","0,95"
"2001","46-Ap Tempo Contrib Especial","32 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","32 Anos","Masculino","Urbana","5","6744,75","6,74"
"2001","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","7","3473,98","3,47"
"2001","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Urbana","5727","4182112,30","4182,11"
"2001","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Urbana","503","411023,18","411,02"
"2001","46-Ap Tempo Contrib Especial","33 Anos","Masculino","Urbana","2","1853,25","1,85"
"2001","46-Ap Tempo Contrib Especial","33 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","33 Anos","Masculino","Urbana","1","1429,92","1,43"
"2001","Outras Ap Tempo Contrib","33 Anos","Feminino","Urbana","5","2903,17","2,90"
"2001","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Urbana","4176","3144285,40","3144,29"
"2001","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Urbana","329","266003,08","266,00"
"2001","46-Ap Tempo Contrib Especial","34 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","46-Ap Tempo Contrib Especial","34 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","34 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","34 Anos","Feminino","Urbana","2","781,92","0,78"
"2001","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Urbana","11218","10503115,55","10503,12"
"2001","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Urbana","210","160903,84","160,90"
"2001","46-Ap Tempo Contrib Especial","35 Anos","Masculino","Urbana","1","471,42","0,47"
"2001","46-Ap Tempo Contrib Especial","35 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","35 Anos","Masculino","Urbana","1","1429,92","1,43"
"2001","Outras Ap Tempo Contrib","35 Anos","Feminino","Urbana","2","565,18","0,57"
"2001","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Urbana","4514","4248257,45","4248,26"
"2001","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Urbana","94","78921,14","78,92"
"2001","46-Ap Tempo Contrib Especial","36 Anos","Masculino","Urbana","1","918,23","0,92"
"2001","46-Ap Tempo Contrib Especial","36 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","36 Anos","Masculino","Urbana","1","1448,10","1,45"
"2001","Outras Ap Tempo Contrib","36 Anos","Feminino","Urbana","3","949,86","0,95"
"2001","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Urbana","2370","2299817,83","2299,82"
"2001","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Urbana","67","57367,33","57,37"
"2001","46-Ap Tempo Contrib Especial","37 Anos","Masculino","Urbana","1","1255,26","1,26"
"2001","46-Ap Tempo Contrib Especial","37 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","37 Anos","Masculino","Urbana","1","1026,18","1,03"
"2001","Outras Ap Tempo Contrib","37 Anos","Feminino","Urbana","1","1195,92","1,20"
"2001","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Urbana","1345","1295258,25","1295,26"
"2001","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Urbana","42","29181,00","29,18"
"2001","46-Ap Tempo Contrib Especial","38 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","46-Ap Tempo Contrib Especial","38 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","38 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","38 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Urbana","785","789553,67","789,55"
"2001","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Urbana","38","37792,65","37,79"
"2001","46-Ap Tempo Contrib Especial","39 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","46-Ap Tempo Contrib Especial","39 Anos","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","39 Anos","Masculino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","39 Anos","Feminino","Urbana","1","180,00","0,18"
"2001","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1302","1246604,71","1246,60"
"2001","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","69","63025,24","63,03"
"2001","46-Ap Tempo Contrib Especial","40 Anos e Mais","Masculino","Urbana","0","0,00","0,00"
"2001","46-Ap Tempo Contrib Especial","40 Anos e Mais","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","40 Anos e Mais","Masculino","Urbana","4","2818,10","2,82"
"2001","Outras Ap Tempo Contrib","40 Anos e Mais","Feminino","Urbana","5","3048,63","3,05"
"2001","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Urbana","2248","1519853,09","1519,85"
"2001","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Urbana","422","215473,86","215,47"
"2001","46-Ap Tempo Contrib Especial","Ignorado","Masculino","Urbana","42","33824,00","33,82"
"2001","46-Ap Tempo Contrib Especial","Ignorado","Feminino","Urbana","0","0,00","0,00"
"2001","Outras Ap Tempo Contrib","Ignorado","Masculino","Urbana","3","4941,34","4,94"
"2001","Outras Ap Tempo Contrib","Ignorado","Feminino","Urbana","8","6189,36","6,19"
"2001","42-Ap Tempo Contrib Lops","25 Anos","Masculino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Rural","3","691,00","0,69"
"2001","42-Ap Tempo Contrib Lops","26 Anos","Masculino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Rural","5","1490,94","1,49"
"2001","42-Ap Tempo Contrib Lops","27 Anos","Masculino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Rural","3","648,90","0,65"
"2001","42-Ap Tempo Contrib Lops","28 Anos","Masculino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Rural","1","180,00","0,18"
"2001","42-Ap Tempo Contrib Lops","29 Anos","Masculino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Rural","1","180,00","0,18"
"2001","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Rural","94","36463,88","36,46"
"2001","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Rural","4","1051,02","1,05"
"2001","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Rural","74","28589,24","28,59"
"2001","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Rural","2","558,85","0,56"
"2001","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Rural","53","23053,70","23,05"
"2001","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Rural","35","16527,17","16,53"
"2001","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Rural","33","10972,88","10,97"
"2001","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Rural","1","180,00","0,18"
"2001","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Rural","57","29263,63","29,26"
"2001","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Rural","2","333,26","0,33"
"2001","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Rural","23","11261,42","11,26"
"2001","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Rural","1","180,00","0,18"
"2001","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Rural","18","8570,73","8,57"
"2001","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Rural","8","3590,63","3,59"
"2001","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Rural","6","2349,02","2,35"
"2001","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Rural","1","180,00","0,18"
"2001","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Rural","25","10076,88","10,08"
"2001","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Rural","0","0,00","0,00"
"2001","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Rural","36","9456,20","9,46"
"2001","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Rural","7","1202,00","1,20"
"2002","42-Ap Tempo Contrib Lops","Até 15 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","Até 15 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","16 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","16 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","17 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","17 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","18 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","18 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","19 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","19 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","20 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","20 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","21 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","21 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","22 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","22 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","23 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","23 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","24 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","24 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","25 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","25 Anos","Feminino","Urbana","6052","3034219,88","3034,22"
"2002","42-Ap Tempo Contrib Lops","26 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","26 Anos","Feminino","Urbana","13137","6060749,00","6060,75"
"2002","42-Ap Tempo Contrib Lops","27 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","27 Anos","Feminino","Urbana","6463","3649765,02","3649,77"
"2002","42-Ap Tempo Contrib Lops","28 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","28 Anos","Feminino","Urbana","4349","2636908,72","2636,91"
"2002","42-Ap Tempo Contrib Lops","29 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","42-Ap Tempo Contrib Lops","29 Anos","Feminino","Urbana","2561","1628058,88","1628,06"
"2002","42-Ap Tempo Contrib Lops","30 Anos","Masculino","Urbana","18999","13358806,72","13358,81"
"2002","42-Ap Tempo Contrib Lops","30 Anos","Feminino","Urbana","8026","6728891,06","6728,89"
"2002","42-Ap Tempo Contrib Lops","31 Anos","Masculino","Urbana","22772","14383606,06","14383,61"
"2002","42-Ap Tempo Contrib Lops","31 Anos","Feminino","Urbana","2289","1868236,24","1868,24"
"2002","42-Ap Tempo Contrib Lops","32 Anos","Masculino","Urbana","13662","9493535,84","9493,54"
"2002","42-Ap Tempo Contrib Lops","32 Anos","Feminino","Urbana","1298","1067091,46","1067,09"
"2002","42-Ap Tempo Contrib Lops","33 Anos","Masculino","Urbana","9542","7064320,04","7064,32"
"2002","42-Ap Tempo Contrib Lops","33 Anos","Feminino","Urbana","729","610851,84","610,85"
"2002","42-Ap Tempo Contrib Lops","34 Anos","Masculino","Urbana","6399","4956808,98","4956,81"
"2002","42-Ap Tempo Contrib Lops","34 Anos","Feminino","Urbana","395","319229,90","319,23"
"2002","42-Ap Tempo Contrib Lops","35 Anos","Masculino","Urbana","20089","19109256,06","19109,26"
"2002","42-Ap Tempo Contrib Lops","35 Anos","Feminino","Urbana","299","253381,60","253,38"
"2002","42-Ap Tempo Contrib Lops","36 Anos","Masculino","Urbana","7483","7152458,04","7152,46"
"2002","42-Ap Tempo Contrib Lops","36 Anos","Feminino","Urbana","158","134639,00","134,64"
"2002","42-Ap Tempo Contrib Lops","37 Anos","Masculino","Urbana","3902","3875993,02","3875,99"
"2002","42-Ap Tempo Contrib Lops","37 Anos","Feminino","Urbana","82","66869,52","66,87"
"2002","42-Ap Tempo Contrib Lops","38 Anos","Masculino","Urbana","2221","2259132,70","2259,13"
"2002","42-Ap Tempo Contrib Lops","38 Anos","Feminino","Urbana","44","36254,58","36,25"
"2002","42-Ap Tempo Contrib Lops","39 Anos","Masculino","Urbana","1314","1339045,42","1339,05"
"2002","42-Ap Tempo Contrib Lops","39 Anos","Feminino","Urbana","23","21515,00","21,52"
"2002","42-Ap Tempo Contrib Lops","40 Anos e Mais","Masculino","Urbana","1932","1985937,40","1985,94"
"2002","42-Ap Tempo Contrib Lops","40 Anos e Mais","Feminino","Urbana","63","56223,10","56,22"
"2002","42-Ap Tempo Contrib Lops","Ignorado","Masculino","Urbana","485","297756,18","297,76"
"2002","42-Ap Tempo Contrib Lops","Ignorado","Feminino","Urbana","88","37455,08","37,46"
"2002","46-Ap Tempo Contrib Especial","Até 15 Anos","Masculino","Urbana","40","45004,40","45,00"
"2002","46-Ap Tempo Contrib Especial","Até 15 Anos","Feminino","Urbana","1","965,16","0,97"
"2002","Outras Ap Tempo Contrib","Até 15 Anos","Masculino","Urbana","1","35,40","0,04"
"2002","Outras Ap Tempo Contrib","Até 15 Anos","Feminino","Urbana","2","234,00","0,23"
"2002","46-Ap Tempo Contrib Especial","16 Anos","Masculino","Urbana","7","6765,40","6,77"
"2002","46-Ap Tempo Contrib Especial","16 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","16 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","16 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","17 Anos","Masculino","Urbana","1","885,00","0,89"
"2002","46-Ap Tempo Contrib Especial","17 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","17 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","17 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","18 Anos","Masculino","Urbana","3","1854,36","1,85"
"2002","46-Ap Tempo Contrib Especial","18 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","18 Anos","Masculino","Urbana","1","266,04","0,27"
"2002","Outras Ap Tempo Contrib","18 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","19 Anos","Masculino","Urbana","2","2314,80","2,31"
"2002","46-Ap Tempo Contrib Especial","19 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","19 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","19 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","20 Anos","Masculino","Urbana","1","200,00","0,20"
"2002","46-Ap Tempo Contrib Especial","20 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","20 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","20 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","21 Anos","Masculino","Urbana","3","2295,66","2,30"
"2002","46-Ap Tempo Contrib Especial","21 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","21 Anos","Masculino","Urbana","1","119,52","0,12"
"2002","Outras Ap Tempo Contrib","21 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","22 Anos","Masculino","Urbana","1","436,80","0,44"
"2002","46-Ap Tempo Contrib Especial","22 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","22 Anos","Masculino","Urbana","1","97,40","0,10"
"2002","Outras Ap Tempo Contrib","22 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","23 Anos","Masculino","Urbana","3","1932,80","1,93"
"2002","46-Ap Tempo Contrib Especial","23 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","23 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","23 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","24 Anos","Masculino","Urbana","4","4757,32","4,76"
"2002","46-Ap Tempo Contrib Especial","24 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","24 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","24 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","25 Anos","Masculino","Urbana","300","352540,08","352,54"
"2002","46-Ap Tempo Contrib Especial","25 Anos","Feminino","Urbana","43","36268,76","36,27"
"2002","Outras Ap Tempo Contrib","25 Anos","Masculino","Urbana","1","3268,44","3,27"
"2002","Outras Ap Tempo Contrib","25 Anos","Feminino","Urbana","2695","2094692,12","2094,69"
"2002","46-Ap Tempo Contrib Especial","26 Anos","Masculino","Urbana","74","85045,16","85,05"
"2002","46-Ap Tempo Contrib Especial","26 Anos","Feminino","Urbana","2","1076,58","1,08"
"2002","Outras Ap Tempo Contrib","26 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","26 Anos","Feminino","Urbana","501","361748,82","361,75"
"2002","46-Ap Tempo Contrib Especial","27 Anos","Masculino","Urbana","34","39329,34","39,33"
"2002","46-Ap Tempo Contrib Especial","27 Anos","Feminino","Urbana","1","200,00","0,20"
"2002","Outras Ap Tempo Contrib","27 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","27 Anos","Feminino","Urbana","235","168464,58","168,46"
"2002","46-Ap Tempo Contrib Especial","28 Anos","Masculino","Urbana","28","28358,60","28,36"
"2002","46-Ap Tempo Contrib Especial","28 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","28 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","28 Anos","Feminino","Urbana","127","71326,46","71,33"
"2002","46-Ap Tempo Contrib Especial","29 Anos","Masculino","Urbana","13","13864,98","13,86"
"2002","46-Ap Tempo Contrib Especial","29 Anos","Feminino","Urbana","3","2078,02","2,08"
"2002","Outras Ap Tempo Contrib","29 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","29 Anos","Feminino","Urbana","82","42416,56","42,42"
"2002","46-Ap Tempo Contrib Especial","30 Anos","Masculino","Urbana","8","7578,16","7,58"
"2002","46-Ap Tempo Contrib Especial","30 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","30 Anos","Masculino","Urbana","125","145564,70","145,56"
"2002","Outras Ap Tempo Contrib","30 Anos","Feminino","Urbana","33","19747,30","19,75"
"2002","46-Ap Tempo Contrib Especial","31 Anos","Masculino","Urbana","1","732,42","0,73"
"2002","46-Ap Tempo Contrib Especial","31 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","31 Anos","Masculino","Urbana","24","25574,60","25,57"
"2002","Outras Ap Tempo Contrib","31 Anos","Feminino","Urbana","18","10380,26","10,38"
"2002","46-Ap Tempo Contrib Especial","32 Anos","Masculino","Urbana","3","3177,30","3,18"
"2002","46-Ap Tempo Contrib Especial","32 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","32 Anos","Masculino","Urbana","6","7700,58","7,70"
"2002","Outras Ap Tempo Contrib","32 Anos","Feminino","Urbana","10","4495,52","4,50"
"2002","46-Ap Tempo Contrib Especial","33 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","33 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","33 Anos","Masculino","Urbana","4","4397,60","4,40"
"2002","Outras Ap Tempo Contrib","33 Anos","Feminino","Urbana","10","4774,78","4,77"
"2002","46-Ap Tempo Contrib Especial","34 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","34 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","34 Anos","Masculino","Urbana","2","3112,00","3,11"
"2002","Outras Ap Tempo Contrib","34 Anos","Feminino","Urbana","6","2757,60","2,76"
"2002","46-Ap Tempo Contrib Especial","35 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","35 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","35 Anos","Masculino","Urbana","3","1564,20","1,56"
"2002","Outras Ap Tempo Contrib","35 Anos","Feminino","Urbana","6","2518,00","2,52"
"2002","46-Ap Tempo Contrib Especial","36 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","36 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","36 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","36 Anos","Feminino","Urbana","5","5060,20","5,06"
"2002","46-Ap Tempo Contrib Especial","37 Anos","Masculino","Urbana","0","0,00","0,00"
"2002","46-Ap Tempo Contrib Especial","37 Anos","Feminino","Urbana","0","0,00","0,00"
"2002","Outras Ap Tempo Contrib","37 Anos","Masculino","Urbana","0","0,00","0,00"
